BUKRS,BELNR,GJAHR,BUZEI,HKONT,KOSTL,WRBTR,DMBTR,WAERS,BUDAT,BLDAT,SGTXT
2000,ABC7386,2023,3,005967706,KST005,ERROR,2780.65,eur,2023.06.02,2021-03-27,Duplicate row
4000,248553,2021,1,005167047,KST006,4048,"9,509",EUR,2022.01.12,13/09/2021,Invoice payment
6000,492447,2021,2,009809670,KST003,ERROR,3834,EUR,26/12/2022,19/02/2021,Payment received
2000,ABC2016,2021,2,009865082,KST002,263,4733,eur,08-08-2023,2022-06-16,Payment received
4000,427791,2021,1,006425665,KST003,4485.28,1744,eur,2021-11-07,2022.11.26,Invoice payment
6000,ABC2755,2021,1,009130049,KST003,4420.52,1814,eur,17/11/2021,20/08/2021,Vendor invoice
6000,3408917315,2022,2,004650060,KST002,4893.59,"4,190",eur,27/07/2022,25/10/2022,
1000,270929,2023,1,005332004,,ERROR,264,EURO,25/04/2023,2022.06.08,Wrong amount
2000,9536172307,2023,3,006674123,KST002,4336,504,EUR,2022.05.03,29/07/2021,Invoice payment
4000,ABC9831,2023,1,008603342,KST003,1445.66,2084.24,eur,25/01/2021,2022.07.27,Duplicate row
3000,ABC5025,2022,1,007941977,,NaN,3844.82,EURO,2021.04.02,07-07-2022,
6000,896681,2023,2,009266885,,4091.52,"2,788",eur,2021-11-24,30/11/2022,Invoice payment
5000,832211,2023,1,004304745,KST008,NaN,1466,USD,2021.02.04,13-03-2021,Invoice payment
3000,ABC6804,2022,2,008136831,KST005,NaN,566.69,eur,09-05-2021,13-10-2021,
6000,3144168025,2023,2,007209547,KST005,ERROR,1283.84,eur,14/02/2023,2022.12.27,Vendor invoice
6000,401306,2023,3,006852236,KST009,ERROR,"7,570",EUR,16/03/2021,16/07/2022,Vendor invoice
4000,5065070047,2023,3,008523204,KST006,NaN,4797,EUR,07-04-2021,2021-10-31,Vendor invoice
3000,9126017155,2023,2,006641618,KST003,337.91,"8,324",USD,15-04-2023,14/01/2023,Payment received
1000,ABC3175,2021,3,009487103,KST009,ERROR,2615.09,eur,21-09-2021,2022.02.21,Invoice payment
3000,882298,2021,1,005736415,KST005,ERROR,3746.63,USD,12-04-2021,2021-10-12,Duplicate row
2000,ABC9273,2021,3,004674872,KST003,3248.93,4957,EUR,2022.05.11,18/07/2021,Wrong amount
1000,ABC8753,2021,1,006147617,KST001,NaN,"9,551",eur,2021-10-03,15-01-2021,Wrong amount
5000,269654,2023,2,009388447,KST004,4373.15,3671.59,EUR,2022-11-13,19-06-2022,Duplicate row
6000,117621,2021,2,005646081,KST004,3552,"1,542",USD,10/01/2022,04/04/2022,Payment received
6000,8776965284,2022,3,009402792,KST006,ERROR,695.33,eur,2022-03-15,2022-08-22,Vendor invoice
1000,9257620899,2022,2,006357139,KST004,NaN,3181.1,eur,2021.10.14,2022.03.27,Duplicate row
2000,ABC5475,2023,3,006835446,KST003,ERROR,3386.54,EUR,2021-02-08,06/01/2023,Duplicate row
3000,973981,2023,1,005435333,KST002,ERROR,1158,eur,2021-11-29,27/11/2022,Duplicate row
6000,2401593195,2022,3,005174465,KST006,NaN,2405,eur,2022.12.06,2023.03.15,Vendor invoice
5000,6038369560,2023,1,008055048,KST002,NaN,"1,813",EURO,28-08-2021,2022-08-31,Wrong amount
4000,ABC4436,2023,3,007938181,,3255.85,"8,358",EUR,02/10/2022,2023.07.06,Wrong amount
3000,973955,2021,3,005763610,KST003,1018.83,"4,249",EURO,16-03-2022,31-05-2022,Duplicate row
2000,ABC5193,2023,3,008117033,KST001,3350.43,1387,USD,2022-10-26,13-03-2022,Duplicate row
3000,220743,2023,3,006561826,KST007,NaN,"1,905",EUR,30/01/2023,09-09-2023,Invoice payment
3000,8678282280,2023,2,004635728,KST003,NaN,3356.24,eur,20/09/2023,25/04/2022,Duplicate row
6000,ABC6653,2022,1,004418076,KST002,NaN,"9,818",USD,2022.10.03,23-04-2022,Duplicate row
2000,ABC6679,2021,1,008516403,KST005,2468,4482,eur,29/09/2022,03/07/2021,Duplicate row
2000,585455,2021,1,005027008,KST006,3349,1200,EURO,08/07/2022,21/02/2023,Duplicate row
2000,ABC4185,2023,2,009724117,KST007,NaN,"8,131",eur,2022-02-09,2021.07.31,Duplicate row
3000,171793,2022,3,004953555,KST004,ERROR,966,USD,2022.12.20,22/04/2022,Invoice payment
1000,ABC3639,2022,3,007161690,KST008,NaN,1877,EURO,2023-04-13,21-02-2021,
2000,500889,2022,2,006686707,KST002,NaN,"3,330",USD,2022.05.31,2022.01.25,Invoice payment
5000,ABC2407,2021,1,009851155,KST009,ERROR,"4,442",EUR,19/09/2023,2023.08.02,Invoice payment
6000,944645,2021,3,006427394,KST005,ERROR,"5,531",EUR,2022-02-18,07/02/2022,Wrong amount
5000,7926223032,2023,1,008225116,KST002,2231,3272,eur,2023-03-07,2021.07.04,
4000,306356,2023,3,005562761,KST005,1584,1236,eur,2021-06-05,2021.11.17,Payment received
3000,885736,2023,1,007213931,KST009,ERROR,1855,USD,20/09/2023,01-07-2021,Duplicate row
2000,179499,2023,2,007855029,KST005,602,2030.24,USD,2021-12-17,19/08/2021,Invoice payment
6000,ABC9044,2021,1,005251905,KST009,4482.46,3908.01,EURO,2023.08.26,2023-05-19,
2000,ABC2681,2023,2,009243150,KST004,ERROR,3043,eur,2021.05.18,2022.10.26,Payment received
6000,ABC1511,2022,1,004736369,KST006,1729.9,"9,236",USD,2023.02.02,2021-04-29,Wrong amount
5000,833532,2023,2,006031228,KST008,4003.81,3101.69,USD,2021-02-06,2023-08-05,Duplicate row
3000,7427701691,2023,3,004298701,KST006,2751.95,3720,eur,04-09-2021,2023-05-14,
2000,6289059633,2022,3,009726641,KST007,263,"5,465",USD,21-08-2023,11/02/2022,Wrong amount
3000,ABC2520,2021,2,007816926,KST005,ERROR,3687.94,eur,25/04/2023,2021.08.01,Vendor invoice
4000,ABC9044,2021,1,009278286,,NaN,4878,USD,2023-01-04,14-06-2022,Payment received
6000,5232125771,2022,1,006343886,,2664,"4,410",EUR,19-06-2023,2023.08.18,Invoice payment
2000,6428590672,2023,1,008400921,KST009,2902.14,"5,798",EUR,11/12/2022,2023.01.25,Wrong amount
5000,ABC1242,2022,3,009267541,,ERROR,"9,520",EURO,2022-07-09,08-01-2023,Wrong amount
6000,8946209752,2022,3,008924457,KST002,662.52,"3,761",eur,13-08-2022,2021.02.04,Duplicate row
5000,915089,2021,1,005373054,KST001,ERROR,"6,878",USD,2022.12.26,2021.03.18,Duplicate row
1000,770034,2021,3,004328301,KST005,3301.54,"2,741",USD,2023-01-23,2022-01-08,
5000,9392131305,2021,2,009647003,KST001,3848.16,1157,EUR,05-02-2022,17-07-2022,Vendor invoice
4000,ABC9166,2023,1,009963000,KST001,ERROR,2032,USD,11/07/2023,27-11-2021,Payment received
1000,752940,2023,3,006946461,KST006,ERROR,4117.81,EUR,2021-12-30,29-06-2023,
5000,750060,2022,2,004809108,KST001,NaN,1727.38,USD,22/01/2023,08-02-2022,Payment received
4000,ABC3973,2023,3,006299992,KST007,ERROR,"8,568",EURO,2021-03-06,25/08/2021,Wrong amount
1000,7259987133,2023,1,007008174,KST005,3471.63,"5,117",EURO,2021-06-18,2022.09.19,Invoice payment
3000,ABC4860,2021,3,004500132,KST007,ERROR,2615.26,EURO,29/08/2022,2023-08-31,Payment received
2000,303131,2021,3,007747713,KST002,ERROR,"9,522",USD,15/08/2021,2021.12.05,
4000,ABC6013,2021,3,008470757,KST007,ERROR,"2,909",EURO,01/10/2021,20-09-2022,Duplicate row
2000,8559006643,2021,1,007280668,KST006,NaN,"4,789",USD,2021.05.22,2022-11-26,Wrong amount
3000,ABC6422,2023,1,008120282,KST006,2407.66,"7,956",EUR,2021-07-02,2022-05-06,Vendor invoice
4000,ABC3198,2023,1,004600303,,1683.96,"8,517",EUR,2022.09.25,2023.03.29,Payment received
1000,818717,2022,3,006164331,KST004,ERROR,644.05,EUR,2023.04.19,11-09-2023,Vendor invoice
6000,1228670704,2021,1,005198878,KST008,NaN,"9,306",eur,2022-07-03,2021.08.17,Invoice payment
6000,ABC8472,2021,3,004294418,KST004,ERROR,4733,eur,17/06/2021,23/10/2021,
4000,6041125681,2023,3,005427714,KST002,3230.97,"6,556",EURO,2021-08-26,2021.07.14,Duplicate row
5000,5601276712,2021,3,009910432,,ERROR,"9,197",eur,30/05/2022,2021.09.24,Payment received
3000,1420518366,2023,1,009107657,,ERROR,178.23,EURO,23/07/2023,15-09-2021,Duplicate row
1000,ABC5133,2021,1,008154991,KST003,ERROR,"4,761",USD,13-05-2021,16/08/2021,Vendor invoice
6000,310678,2023,3,005844328,KST004,1184.59,1090.09,EURO,07/06/2021,2022-10-25,Payment received
5000,747119,2023,3,006283305,KST009,ERROR,"7,139",EURO,2021-12-26,2021.05.22,Payment received
6000,724998,2023,1,007965263,KST002,NaN,519.63,USD,2023-03-22,2021-08-09,Invoice payment
1000,ABC1191,2023,2,009523778,KST008,1679.11,"3,154",EURO,2023-06-10,15-01-2021,
4000,831879,2023,1,004082624,KST009,ERROR,1046.44,eur,06/04/2022,19-01-2021,Duplicate row
2000,1094870075,2021,2,009093609,KST001,4188,"6,417",EUR,2023.09.07,26/09/2022,Duplicate row
3000,476736,2023,1,009602859,KST004,NaN,4874,EURO,2021.03.04,2021-03-17,Invoice payment
1000,ABC3051,2022,1,007789684,KST006,1643,"4,137",EUR,2022.06.08,2022.02.04,Invoice payment
4000,ABC5228,2021,2,005075534,KST008,NaN,"9,784",USD,2022.12.09,2022-08-25,
5000,491412,2021,3,004419897,,4389.14,681.17,USD,20-09-2021,2021-06-18,Duplicate row
6000,ABC8115,2023,2,007503009,KST001,4998,1510,EUR,2021-04-11,2021-04-14,
3000,ABC4250,2021,1,004098845,KST006,NaN,1309.38,EURO,2022.06.20,24/04/2022,Invoice payment
4000,ABC3608,2021,2,008167380,KST008,3546.1,511,EUR,2021-10-26,26/10/2022,
6000,ABC7293,2021,1,007091779,,291.15,1318,USD,05-01-2023,22-07-2022,Vendor invoice
2000,284876,2023,2,007599312,KST005,4858,2862.11,EURO,02/05/2022,2021-01-10,Duplicate row
5000,ABC6964,2021,3,006036280,,NaN,4237,EUR,17/04/2023,2022-10-11,Invoice payment
1000,906410,2021,3,005107866,KST003,2243.79,631,eur,2022.04.07,21/05/2023,Payment received
2000,ABC7430,2023,3,008088888,,609.69,475.87,EURO,26/06/2023,2023.09.11,Wrong amount
1000,520822,2023,2,006972552,KST001,NaN,"7,514",USD,19-08-2021,07-12-2022,Duplicate row
3000,340096,2023,3,009306585,KST007,1066,2413,eur,2023-01-10,04-08-2021,Duplicate row
5000,ABC2415,2022,3,004781402,KST001,3442.07,2955.14,eur,15/09/2022,22/05/2021,Vendor invoice
6000,ABC2416,2022,1,008623556,KST007,3270.06,4756.51,EUR,2023.09.23,2021.04.16,Invoice payment
2000,963676,2022,3,009651155,KST008,NaN,"6,434",EUR,01-12-2021,07/01/2021,
3000,ABC7651,2022,2,005711532,KST002,NaN,1753,EUR,2022-03-14,04-09-2023,Duplicate row
6000,ABC3187,2021,1,004224571,KST008,NaN,248,USD,2022-01-13,10/02/2023,Wrong amount
2000,ABC7184,2023,3,007718691,KST009,765.59,263,EUR,31/12/2021,2022-01-10,Duplicate row
5000,ABC3962,2022,2,008425997,KST009,176.87,"4,602",USD,2021-12-29,11-02-2023,Vendor invoice
4000,100120,2023,1,008622780,KST005,NaN,"3,777",eur,2021-04-26,10/07/2022,Wrong amount
6000,338071,2021,1,008056661,KST008,674,1929.57,EURO,2021-12-17,2022-10-15,Payment received
4000,2857499310,2023,3,008033914,KST001,344,1101.82,EURO,16/02/2023,01/10/2021,Wrong amount
6000,316597,2022,2,008523987,KST004,2865.92,3386,USD,09-08-2022,25/05/2022,Vendor invoice
4000,ABC2060,2023,2,005129260,KST009,NaN,1430.61,EURO,2021-03-18,2021-04-06,Payment received
6000,8678221350,2021,3,005217075,,2906.11,"7,935",USD,09-03-2022,2022.11.29,
3000,ABC6166,2023,3,008961758,KST008,ERROR,3808.45,EUR,2021.09.29,13/01/2023,Payment received
5000,2001949817,2022,2,004035656,KST007,870,4356.52,EUR,2022.07.22,03/12/2022,
6000,ABC6350,2021,2,005016695,KST005,ERROR,"3,991",USD,29-07-2023,2022-03-31,Wrong amount
5000,7794034462,2021,2,005445741,KST005,3812.66,"9,391",EUR,13/07/2022,15/08/2021,Vendor invoice
1000,840601,2022,2,009481742,KST009,4553.98,1989.21,eur,2023.09.21,09/02/2021,
1000,9429490582,2021,1,004803601,KST007,2248.45,1439.37,EURO,2022-06-21,2021.12.19,Duplicate row
4000,3301562622,2021,2,009887938,KST002,ERROR,"1,894",eur,2023-08-09,2022-10-13,Payment received
3000,ABC4324,2021,3,009813092,,ERROR,"9,737",EUR,2022.11.02,2021-08-05,
5000,258966,2022,3,008773546,KST001,ERROR,4335,eur,2021.04.11,2021.11.02,Invoice payment
3000,6243339191,2023,1,005514088,KST005,1997.47,2588,EURO,2023.03.23,17-04-2021,Duplicate row
6000,ABC8981,2022,2,007955360,KST004,NaN,720,eur,2021.04.10,07/06/2022,Wrong amount
5000,5286498934,2022,2,006518610,KST007,4816.01,1989,eur,2021.06.21,2022-08-11,
2000,ABC1668,2022,2,006761459,KST003,709,1313,EURO,27-08-2023,2022-08-02,
3000,793668,2022,3,009972511,KST008,ERROR,3042,EURO,26/10/2022,2021-02-10,Vendor invoice
5000,ABC8568,2021,1,004202256,KST003,NaN,1606,EURO,09/07/2023,27/07/2021,Duplicate row
1000,ABC1811,2022,1,008119517,KST006,1356.91,"1,804",EUR,2023.06.24,2021.09.02,Payment received
4000,8930294898,2023,1,008005796,,2608,2058,eur,11/09/2021,2021.07.18,Wrong amount
2000,301647,2021,2,008456917,,ERROR,4624.22,eur,2021-01-28,2022-02-02,Wrong amount
5000,ABC4479,2023,3,008354234,KST008,ERROR,1713.88,eur,2021-02-05,08/12/2021,Duplicate row
