date,source,sessions,page_views,unique_visitors,bounce_rate,avg_session_duration,conversions,conversion_rate
2024-07-03,Email,4230,9842,3879,0.571,329,114,0.027
2024-07-04,Organic Search,3218,4864,2279,0.334,470,146,0.0454
2024-07-04,Paid Search,1492,4269,1077,0.556,374,32,0.0214
2024-07-04,Social Media,1421,2423,1282,0.335,113,38,0.0267
2024-07-04,Direct,4669,7464,3506,0.38,144,50,0.0107
2024-07-04,Referral,4791,8064,4144,0.672,74,71,0.0148
2024-07-04,Email,3679,9724,2961,0.451,89,152,0.0413
2024-07-05,Organic Search,3356,11474,3157,0.542,140,56,0.0167
2024-07-05,Paid Search,3135,6159,2312,0.417,159,96,0.0306
2024-07-05,Social Media,4920,18683,4029,0.485,251,226,0.0459
2024-07-05,Direct,192,652,175,0.394,417,2,0.0104
2024-07-05,Referral,287,769,228,0.367,315,3,0.0105
2024-07-05,Email,1380,4862,1104,0.531,343,20,0.0145
2024-07-06,Organic Search,4270,12653,3126,0.364,249,165,0.0386
2024-07-06,Paid Search,2669,7736,2363,0.661,566,27,0.0101
2024-07-06,Social Media,4558,11909,4064,0.651,169,63,0.0138
2024-07-06,Direct,3368,6836,2624,0.488,400,151,0.0448
2024-07-06,Referral,2265,7302,2030,0.537,496,102,0.045
2024-07-06,Email,461,875,417,0.689,264,18,0.039
2024-07-07,Organic Search,2725,7798,2540,0.547,299,73,0.0268
2024-07-07,Paid Search,3645,8209,2799,0.457,415,114,0.0313
2024-07-07,Social Media,4760,7824,3864,0.425,544,128,0.0269
2024-07-07,Direct,1976,3851,1531,0.346,170,90,0.0455
2024-07-07,Referral,1128,4026,854,0.59,572,28,0.0248
2024-07-07,Email,4580,18296,4017,0.393,444,66,0.0144
2024-07-08,Organic Search,1059,2379,931,0.42,391,14,0.0132
2024-07-08,Paid Search,3639,10765,3230,0.69,322,52,0.0143
2024-07-08,Social Media,1730,6060,1406,0.369,476,69,0.0399
2024-07-08,Direct,4299,9339,3783,0.331,544,195,0.0454
2024-07-08,Referral,535,1491,421,0.529,70,10,0.0187
2024-07-08,Email,4420,12278,3873,0.472,75,218,0.0493
2024-07-09,Organic Search,3255,9415,2692,0.507,390,147,0.0452
2024-07-09,Paid Search,1068,2978,815,0.679,349,12,0.0112
2024-07-09,Social Media,1220,3001,1073,0.419,150,20,0.0164
2024-07-09,Direct,4771,8884,3463,0.42,506,85,0.0178
2024-07-09,Referral,3955,8038,3037,0.548,476,189,0.0478
2024-07-09,Email,1167,1775,1007,0.552,163,25,0.0214
2024-07-10,Organic Search,1090,3808,856,0.392,493,45,0.0413
2024-07-10,Paid Search,2687,5802,2040,0.692,187,112,0.0417
2024-07-10,Social Media,1506,2694,1128,0.504,419,74,0.0491
2024-07-10,Direct,4212,8093,3453,0.646,475,135,0.0321
2024-07-10,Referral,3232,10310,2778,0.638,576,42,0.013
2024-07-10,Email,3192,11405,2982,0.617,528,101,0.0316
2024-07-11,Organic Search,3980,9146,3099,0.344,277,46,0.0116
2024-07-11,Paid Search,4118,7036,3136,0.57,470,98,0.0238
2024-07-11,Social Media,2779,7619,2631,0.341,472,99,0.0356
2024-07-11,Direct,1478,2865,1107,0.306,438,22,0.0149
2024-07-11,Referral,4992,16486,4088,0.603,324,66,0.0132
2024-07-11,Email,2440,4337,2181,0.603,464,56,0.023
2024-07-12,Organic Search,2974,5796,2285,0.604,586,39,0.0131
2024-07-12,Paid Search,4818,7832,3427,0.375,63,63,0.0131
2024-07-12,Social Media,3725,8922,3021,0.538,132,153,0.0411
2024-07-12,Direct,1457,5318,1075,0.476,215,51,0.035
2024-07-12,Referral,3086,4667,2790,0.421,423,57,0.0185
2024-07-12,Email,360,569,335,0.492,255,6,0.0167
2024-07-13,Organic Search,1004,2803,759,0.551,406,37,0.0369
2024-07-13,Paid Search,3338,12360,2787,0.457,382,146,0.0437
2024-07-13,Social Media,3290,12382,3095,0.42,344,137,0.0416
2024-07-13,Direct,556,1061,396,0.647,466,25,0.045
2024-07-13,Referral,2115,6106,1879,0.358,310,97,0.0459
2024-07-13,Email,286,933,262,0.415,408,12,0.042
2024-07-14,Organic Search,1990,4487,1702,0.676,457,80,0.0402
2024-07-14,Paid Search,3603,11133,3182,0.309,482,69,0.0192
2024-07-14,Social Media,2127,7463,1675,0.307,349,84,0.0395
2024-07-14,Direct,4837,18879,3508,0.369,164,57,0.0118
2024-07-14,Referral,979,3341,896,0.4,165,43,0.0439
2024-07-14,Email,708,2586,571,0.321,244,19,0.0268
2024-07-15,Organic Search,1916,2944,1456,0.426,172,61,0.0318
2024-07-15,Paid Search,389,1214,276,0.368,416,4,0.0103
2024-07-15,Social Media,2084,3691,1646,0.619,465,63,0.0302
2024-07-15,Direct,1288,2458,924,0.652,469,63,0.0489
2024-07-15,Referral,802,2962,703,0.603,279,11,0.0137
2024-07-15,Email,2109,7912,1861,0.564,599,97,0.046
2024-07-16,Organic Search,1811,5154,1325,0.514,179,42,0.0232
2024-07-16,Paid Search,3118,9883,2866,0.366,287,51,0.0164
2024-07-16,Social Media,2235,8067,1850,0.645,195,75,0.0336
2024-07-16,Direct,3458,8461,3261,0.675,598,142,0.0411
2024-07-16,Referral,3487,7662,3239,0.35,598,39,0.0112
2024-07-16,Email,2025,4792,1571,0.557,434,94,0.0464
2024-07-17,Organic Search,765,2236,628,0.645,471,33,0.0431
2024-07-17,Paid Search,1263,2345,1060,0.319,478,36,0.0285
2024-07-17,Social Media,4098,8158,3176,0.432,203,116,0.0283
2024-07-17,Direct,3764,14655,2906,0.345,186,117,0.0311
2024-07-17,Referral,418,759,382,0.638,427,15,0.0359
2024-07-17,Email,1705,6714,1336,0.399,420,81,0.0475
2024-07-18,Organic Search,1208,2695,860,0.646,200,55,0.0455
2024-07-18,Paid Search,2025,7374,1460,0.451,593,69,0.0341
2024-07-18,Social Media,3660,13592,3140,0.566,432,179,0.0489
2024-07-18,Direct,4479,8169,4043,0.578,490,120,0.0268
2024-07-18,Referral,2545,4753,2033,0.45,547,73,0.0287
2024-07-18,Email,3011,9274,2344,0.613,252,94,0.0312
2024-07-19,Organic Search,4095,13794,3002,0.371,73,175,0.0427
2024-07-19,Paid Search,1163,2453,1036,0.557,349,50,0.043
2024-07-19,Social Media,2995,6072,2732,0.578,467,96,0.0321
2024-07-19,Direct,3251,10856,2723,0.524,344,47,0.0145
2024-07-19,Referral,1801,5966,1347,0.634,403,72,0.04
2024-07-19,Email,802,2179,700,0.604,87,35,0.0436
2024-07-20,Organic Search,3555,7326,3373,0.383,431,120,0.0338
2024-07-20,Paid Search,2249,6958,1871,0.439,275,47,0.0209
2024-07-20,Social Media,1450,2502,1235,0.538,147,14,0.0097
2024-07-20,Direct,878,3072,715,0.59,509,40,0.0456
2024-07-20,Referral,2733,5300,1990,0.377,529,32,0.0117
2024-07-20,Email,4087,10486,3148,0.478,306,90,0.022
2024-07-21,Organic Search,2833,8170,1988,0.635,455,135,0.0477
2024-07-21,Paid Search,722,1420,507,0.664,560,7,0.0097
2024-07-21,Social Media,992,2745,795,0.672,490,22,0.0222
2024-07-21,Direct,3690,5917,3143,0.427,104,41,0.0111
2024-07-21,Referral,1693,4958,1199,0.617,191,43,0.0254
2024-07-21,Email,1044,2637,769,0.664,539,27,0.0259
2024-07-22,Organic Search,2055,5384,1901,0.374,436,36,0.0175
2024-07-22,Paid Search,746,1541,522,0.524,518,22,0.0295
2024-07-22,Social Media,2639,7290,2219,0.481,434,73,0.0277
2024-07-22,Direct,442,1244,324,0.379,162,16,0.0362
2024-07-22,Referral,543,1898,424,0.527,157,10,0.0184
2024-07-22,Email,567,1510,515,0.522,384,14,0.0247
2024-07-23,Organic Search,2648,10223,2459,0.519,314,107,0.0404
2024-07-23,Paid Search,935,2490,777,0.432,318,44,0.0471
2024-07-23,Social Media,3405,6125,2684,0.44,101,140,0.0411
2024-07-23,Direct,309,938,267,0.6,318,12,0.0388
2024-07-23,Referral,4532,11637,3557,0.435,183,184,0.0406
2024-07-23,Email,1390,4416,1308,0.545,254,45,0.0324
2024-07-24,Organic Search,856,2074,697,0.61,62,25,0.0292
2024-07-24,Paid Search,1067,2406,890,0.399,470,50,0.0469
2024-07-24,Social Media,3528,10363,2753,0.491,576,150,0.0425
2024-07-24,Direct,1432,4819,1155,0.42,442,50,0.0349
2024-07-24,Referral,1460,4663,1108,0.429,368,72,0.0493
2024-07-24,Email,3074,5005,2574,0.326,569,61,0.0198
2024-07-25,Organic Search,2192,8367,1663,0.685,327,74,0.0338
2024-07-25,Paid Search,1348,2063,1247,0.342,576,41,0.0304
2024-07-25,Social Media,612,2205,568,0.664,410,23,0.0376
2024-07-25,Direct,1001,3411,717,0.465,324,38,0.038
2024-07-25,Referral,3250,8227,2775,0.371,390,160,0.0492
2024-07-25,Email,2439,7131,1865,0.301,96,108,0.0443
2024-07-26,Organic Search,1520,3318,1397,0.611,554,37,0.0243
2024-07-26,Paid Search,3073,7028,2477,0.635,219,101,0.0329
2024-07-26,Social Media,4815,15485,3464,0.464,235,227,0.0471
2024-07-26,Direct,2909,4853,2476,0.614,80,67,0.023
2024-07-26,Referral,3589,13241,2778,0.503,397,109,0.0304
2024-07-26,Email,287,491,263,0.537,453,10,0.0348
2024-07-27,Organic Search,1149,4111,1031,0.353,316,52,0.0453
2024-07-27,Paid Search,3086,8921,2573,0.64,350,89,0.0288
2024-07-27,Social Media,3118,9068,2734,0.534,197,63,0.0202
2024-07-27,Direct,747,1960,707,0.309,378,9,0.012
2024-07-27,Referral,3439,8324,2583,0.475,395,63,0.0183
2024-07-27,Email,2925,10741,2527,0.553,507,55,0.0188
2024-07-28,Organic Search,4044,8840,3128,0.338,410,167,0.0413
2024-07-28,Paid Search,2273,6282,1738,0.674,521,36,0.0158
2024-07-28,Social Media,3542,6047,2504,0.51,60,137,0.0387
2024-07-28,Direct,2037,7098,1586,0.389,226,85,0.0417
2024-07-28,Referral,1694,5747,1243,0.558,343,27,0.0159
2024-07-28,Email,3282,8761,2824,0.311,387,64,0.0195
2024-07-29,Organic Search,4379,17088,3681,0.525,221,119,0.0272
2024-07-29,Paid Search,974,3728,861,0.308,146,29,0.0298
2024-07-29,Social Media,3498,11380,2632,0.635,221,77,0.022
2024-07-29,Direct,2332,8867,2106,0.389,357,54,0.0232
2024-07-29,Referral,2086,8232,1473,0.509,141,89,0.0427
2024-07-29,Email,4359,14544,3628,0.56,423,167,0.0383
2024-07-30,Organic Search,468,1398,426,0.425,453,13,0.0278
2024-07-30,Paid Search,4330,8610,3551,0.384,204,116,0.0268
2024-07-30,Social Media,3750,7582,3513,0.301,518,148,0.0395
2024-07-30,Direct,2572,6386,2174,0.409,568,38,0.0148
2024-07-30,Referral,2851,8097,2611,0.619,109,38,0.0133
2024-07-30,Email,4378,9833,4154,0.524,350,62,0.0142
2024-07-31,Organic Search,3484,12084,2869,0.449,220,70,0.0201
2024-07-31,Paid Search,3627,13634,3009,0.669,269,116,0.032
2024-07-31,Social Media,3680,6701,3148,0.428,92,104,0.0283
2024-07-31,Direct,1663,3878,1255,0.332,191,71,0.0427
2024-07-31,Referral,1428,5598,1023,0.632,551,27,0.0189
2024-07-31,Email,723,1561,579,0.426,300,23,0.0318
2024-08-01,Organic Search,727,1746,585,0.604,377,24,0.033
2024-08-01,Paid Search,3953,9808,2983,0.474,423,96,0.0243
2024-08-01,Social Media,4462,8234,4079,0.602,326,93,0.0208
2024-08-01,Direct,1784,2842,1459,0.453,505,35,0.0196
2024-08-01,Referral,1181,2197,1118,0.608,141,57,0.0483
2024-08-01,Email,4472,16827,3660,0.419,195,118,0.0264
2024-08-02,Organic Search,871,3282,795,0.486,238,42,0.0482
2024-08-02,Paid Search,3202,10554,2406,0.579,463,48,0.015
2024-08-02,Social Media,1298,4759,915,0.513,261,45,0.0347
2024-08-02,Direct,4428,14474,3897,0.555,503,183,0.0413
2024-08-02,Referral,2211,7655,1585,0.465,206,102,0.0461
2024-08-02,Email,4560,10686,3655,0.498,309,211,0.0463
2024-08-03,Organic Search,1474,5250,1265,0.324,466,21,0.0142
2024-08-03,Paid Search,4093,12512,3477,0.635,348,98,0.0239
2024-08-03,Social Media,3278,6457,2692,0.506,441,156,0.0476
2024-08-03,Direct,3728,8433,3526,0.639,379,71,0.019
2024-08-03,Referral,2795,9987,2590,0.518,316,30,0.0107
2024-08-03,Email,2008,5013,1734,0.546,593,27,0.0134
2024-08-04,Organic Search,3021,7765,2478,0.629,511,43,0.0142
2024-08-04,Paid Search,4666,12389,3543,0.337,507,49,0.0105
2024-08-04,Social Media,2139,4463,1556,0.68,131,68,0.0318
2024-08-04,Direct,2434,9552,2093,0.541,502,43,0.0177
2024-08-04,Referral,2732,7650,1936,0.49,414,128,0.0469
2024-08-04,Email,2576,4971,1903,0.457,401,95,0.0369
2024-08-05,Organic Search,4173,10888,3213,0.538,76,45,0.0108
2024-08-05,Paid Search,290,1133,228,0.642,154,4,0.0138
2024-08-05,Social Media,1205,4371,882,0.679,110,54,0.0448
2024-08-05,Direct,800,2702,695,0.592,95,33,0.0412
2024-08-05,Referral,2996,8718,2336,0.364,451,47,0.0157
2024-08-05,Email,2787,8218,2553,0.389,574,110,0.0395
2024-08-06,Organic Search,1224,2591,1116,0.447,252,14,0.0114
2024-08-06,Paid Search,3977,6424,3249,0.535,447,178,0.0448
2024-08-06,Social Media,4367,11851,3929,0.551,548,190,0.0435
2024-08-06,Direct,3017,11445,2356,0.546,107,144,0.0477
2024-08-06,Referral,3866,15077,2898,0.438,539,179,0.0463
2024-08-06,Email,4450,8317,4122,0.531,384,116,0.0261
2024-08-07,Organic Search,228,707,201,0.321,155,2,0.0088
2024-08-07,Paid Search,1902,4079,1589,0.37,61,73,0.0384
2024-08-07,Social Media,4012,14048,3569,0.342,85,83,0.0207
2024-08-07,Direct,4297,15877,3032,0.533,569,106,0.0247
2024-08-07,Referral,3201,12106,2893,0.374,80,70,0.0219
2024-08-07,Email,2083,6903,1736,0.64,367,25,0.012
2024-08-08,Organic Search,3674,14008,2605,0.495,68,159,0.0433
2024-08-08,Paid Search,227,843,183,0.427,199,7,0.0308
2024-08-08,Social Media,2379,7631,2044,0.591,260,35,0.0147
2024-08-08,Direct,2508,9463,2067,0.386,378,28,0.0112
2024-08-08,Referral,1161,4124,1073,0.323,486,22,0.0189
2024-08-08,Email,821,2962,773,0.503,465,24,0.0292
2024-08-09,Organic Search,2748,8170,2198,0.638,489,98,0.0357
2024-08-09,Paid Search,3250,5202,2612,0.365,388,122,0.0375
2024-08-09,Social Media,2004,5771,1446,0.338,211,45,0.0225
2024-08-09,Direct,2490,5118,2065,0.328,199,94,0.0378
2024-08-09,Referral,4623,9574,3999,0.321,156,46,0.01
2024-08-09,Email,4686,9322,3987,0.602,334,81,0.0173
2024-08-10,Organic Search,684,2063,606,0.661,415,7,0.0102
2024-08-10,Paid Search,3218,9647,2610,0.358,185,157,0.0488
2024-08-10,Social Media,1483,5415,1151,0.662,323,15,0.0101
2024-08-10,Direct,1005,2183,726,0.434,379,37,0.0368
2024-08-10,Referral,555,2091,434,0.614,372,23,0.0414
2024-08-10,Email,2112,3423,1497,0.326,349,55,0.026
2024-08-11,Organic Search,3734,8806,2850,0.443,61,81,0.0217
2024-08-11,Paid Search,1714,3009,1501,0.528,577,33,0.0193
2024-08-11,Social Media,4743,8919,4238,0.345,89,89,0.0188
2024-08-11,Direct,2384,9285,2145,0.514,492,58,0.0243
2024-08-11,Referral,1596,2427,1158,0.539,494,73,0.0457
2024-08-11,Email,2423,8815,1842,0.549,461,35,0.0144
2024-08-12,Organic Search,3586,12218,2577,0.649,354,67,0.0187
2024-08-12,Paid Search,4251,7093,3482,0.384,529,65,0.0153
2024-08-12,Social Media,4196,14476,3437,0.504,178,147,0.035
2024-08-12,Direct,4897,7724,4289,0.311,370,118,0.0241
2024-08-12,Referral,2768,6779,2467,0.647,414,129,0.0466
2024-08-12,Email,4890,10652,4550,0.52,276,124,0.0254
2024-08-13,Organic Search,1141,3573,886,0.505,112,36,0.0316
2024-08-13,Paid Search,3769,13413,2919,0.402,307,110,0.0292
2024-08-13,Social Media,1785,4284,1629,0.525,398,64,0.0359
2024-08-13,Direct,3922,14213,3535,0.523,192,172,0.0439
2024-08-13,Referral,1954,6853,1680,0.382,119,51,0.0261
2024-08-13,Email,4588,8714,4294,0.464,210,65,0.0142
2024-08-14,Organic Search,4606,7243,3884,0.43,251,54,0.0117
2024-08-14,Paid Search,2364,7304,2078,0.448,368,36,0.0152
2024-08-14,Social Media,881,2760,777,0.495,231,42,0.0477
2024-08-14,Direct,2916,5601,2153,0.697,549,100,0.0343
2024-08-14,Referral,3377,9830,3201,0.64,487,166,0.0492
2024-08-14,Email,612,1042,483,0.353,110,29,0.0474
2024-08-15,Organic Search,1847,5885,1714,0.5,457,62,0.0336
2024-08-15,Paid Search,238,394,221,0.333,385,9,0.0378
2024-08-15,Social Media,1799,3975,1649,0.423,237,23,0.0128
2024-08-15,Direct,1228,2389,995,0.641,76,55,0.0448
2024-08-15,Referral,4065,14950,3715,0.379,522,175,0.0431
2024-08-15,Email,4577,15042,3821,0.517,535,96,0.021
2024-08-16,Organic Search,4689,16946,3708,0.37,312,136,0.029
2024-08-16,Paid Search,3312,9705,2953,0.659,354,148,0.0447
2024-08-16,Social Media,982,1761,703,0.469,266,30,0.0305
2024-08-16,Direct,3083,9365,2672,0.344,283,150,0.0487
2024-08-16,Referral,1412,5108,1109,0.443,557,19,0.0135
2024-08-16,Email,4093,12351,3752,0.586,580,196,0.0479
2024-08-17,Organic Search,3119,6555,2564,0.328,237,119,0.0382
2024-08-17,Paid Search,4632,9787,3580,0.692,543,151,0.0326
2024-08-17,Social Media,116,318,84,0.33,511,4,0.0345
2024-08-17,Direct,3985,11617,2861,0.678,160,107,0.0269
2024-08-17,Referral,569,1353,524,0.614,178,22,0.0387
2024-08-17,Email,2104,5448,1961,0.418,302,78,0.0371
2024-08-18,Organic Search,4822,12731,3657,0.661,79,164,0.034
2024-08-18,Paid Search,110,366,89,0.589,97,2,0.0182
2024-08-18,Social Media,131,281,98,0.3,596,2,0.0153
2024-08-18,Direct,2777,5869,2341,0.546,482,69,0.0248
2024-08-18,Referral,1247,3069,1146,0.51,276,54,0.0433
2024-08-18,Email,4439,14454,3551,0.415,288,113,0.0255
2024-08-19,Organic Search,2602,7555,1993,0.557,365,78,0.03
2024-08-19,Paid Search,211,703,161,0.533,256,3,0.0142
2024-08-19,Social Media,267,888,235,0.411,584,6,0.0225
2024-08-19,Direct,201,346,189,0.361,546,9,0.0448
2024-08-19,Referral,1222,4424,976,0.501,253,43,0.0352
2024-08-19,Email,1030,2776,780,0.448,138,33,0.032
2024-08-20,Organic Search,4441,14215,3370,0.408,168,155,0.0349
2024-08-20,Paid Search,1244,4951,999,0.671,189,40,0.0322
2024-08-20,Social Media,605,1751,476,0.558,592,25,0.0413
2024-08-20,Direct,2111,3326,1947,0.472,359,103,0.0488
2024-08-20,Referral,734,1607,626,0.677,244,16,0.0218
2024-08-20,Email,707,1182,532,0.437,290,32,0.0453
2024-08-21,Organic Search,2285,4854,1996,0.669,320,72,0.0315
2024-08-21,Paid Search,2844,9298,2420,0.339,265,30,0.0105
2024-08-21,Social Media,1909,6868,1781,0.423,454,69,0.0361
2024-08-21,Direct,4532,9521,3250,0.403,89,179,0.0395
2024-08-21,Referral,3059,10148,2437,0.587,472,52,0.017
2024-08-21,Email,2973,8322,2415,0.689,455,101,0.034
2024-08-22,Organic Search,2155,5600,1915,0.505,90,51,0.0237
2024-08-22,Paid Search,343,1140,312,0.625,163,4,0.0117
2024-08-22,Social Media,2162,4000,1865,0.328,547,87,0.0402
2024-08-22,Direct,4933,15000,3866,0.505,561,118,0.0239
2024-08-22,Referral,1026,2815,911,0.416,508,17,0.0166
2024-08-22,Email,4883,19381,3636,0.32,229,75,0.0154
2024-08-23,Organic Search,3261,8407,3037,0.476,214,40,0.0123
2024-08-23,Paid Search,1935,6590,1685,0.664,188,24,0.0124
2024-08-23,Social Media,1150,1974,958,0.306,255,16,0.0139
2024-08-23,Direct,4351,8080,3957,0.684,128,215,0.0494
2024-08-23,Referral,4333,12065,3660,0.548,214,57,0.0132
2024-08-23,Email,1605,5540,1188,0.344,317,24,0.015
2024-08-24,Organic Search,2995,4781,2202,0.319,360,89,0.0297
2024-08-24,Paid Search,3222,12531,2661,0.507,534,46,0.0143
2024-08-24,Social Media,3463,6839,2678,0.377,388,166,0.0479
2024-08-24,Direct,4701,7597,3472,0.445,152,174,0.037
2024-08-24,Referral,2110,5335,1996,0.572,170,44,0.0209
2024-08-24,Email,4606,16552,4312,0.395,582,183,0.0397
2024-08-25,Organic Search,4467,16705,3243,0.513,200,55,0.0123
2024-08-25,Paid Search,481,1256,393,0.326,429,9,0.0187
2024-08-25,Social Media,2304,5181,1685,0.434,484,68,0.0295
2024-08-25,Direct,3900,10136,3215,0.635,304,74,0.019
2024-08-25,Referral,2409,6305,1688,0.678,201,73,0.0303
2024-08-25,Email,3396,6472,2779,0.316,559,168,0.0495
2024-08-26,Organic Search,4359,9121,3178,0.503,193,126,0.0289
2024-08-26,Paid Search,4905,12349,4440,0.377,73,119,0.0243
2024-08-26,Social Media,2312,5304,1985,0.608,178,68,0.0294
2024-08-26,Direct,3657,10299,2828,0.662,290,158,0.0432
2024-08-26,Referral,4198,10842,3013,0.573,447,138,0.0329
2024-08-26,Email,2366,8164,1742,0.541,307,72,0.0304
2024-08-27,Organic Search,1142,3648,929,0.522,488,35,0.0306
2024-08-27,Paid Search,2571,5818,1941,0.657,521,108,0.042
2024-08-27,Social Media,475,1040,420,0.475,534,7,0.0147
2024-08-27,Direct,116,379,90,0.495,83,4,0.0345
2024-08-27,Referral,3409,9103,3114,0.366,474,144,0.0422
2024-08-27,Email,4611,11639,3889,0.668,459,88,0.0191
2024-08-28,Organic Search,3291,6269,3067,0.459,151,140,0.0425
2024-08-28,Paid Search,4616,12843,3369,0.475,573,145,0.0314
2024-08-28,Social Media,1995,5192,1574,0.579,393,90,0.0451
2024-08-28,Direct,2338,5974,2186,0.345,276,37,0.0158
2024-08-28,Referral,1496,5888,1283,0.48,496,27,0.018
2024-08-28,Email,3178,6323,2502,0.699,79,84,0.0264
2024-08-29,Organic Search,4793,11752,4269,0.506,274,235,0.049
2024-08-29,Paid Search,3744,8724,3270,0.519,525,157,0.0419
2024-08-29,Social Media,1277,4564,1014,0.562,205,45,0.0352
2024-08-29,Direct,1596,4983,1357,0.636,126,59,0.037
2024-08-29,Referral,4902,17476,4309,0.665,597,113,0.0231
2024-08-29,Email,1904,5417,1702,0.42,576,51,0.0268
2024-08-30,Organic Search,4339,8796,3353,0.448,534,56,0.0129
2024-08-30,Paid Search,2876,7899,2456,0.424,350,84,0.0292
2024-08-30,Social Media,4612,14349,3800,0.607,227,135,0.0293
2024-08-30,Direct,833,1965,734,0.41,481,37,0.0444
2024-08-30,Referral,4154,12465,3449,0.443,264,102,0.0246
2024-08-30,Email,441,1183,367,0.522,167,21,0.0476
2024-08-31,Organic Search,4791,17450,4141,0.643,396,84,0.0175
2024-08-31,Paid Search,708,1740,639,0.301,359,13,0.0184
2024-08-31,Social Media,4431,7268,3593,0.624,553,103,0.0232
2024-08-31,Direct,2984,6433,2097,0.48,401,129,0.0432
2024-08-31,Referral,1756,2950,1570,0.454,267,52,0.0296
2024-08-31,Email,2164,6290,1673,0.384,515,91,0.0421
2024-09-01,Organic Search,3285,9719,2443,0.451,387,112,0.0341
2024-09-01,Paid Search,298,966,218,0.682,294,4,0.0134
2024-09-01,Social Media,4980,13481,4027,0.526,440,236,0.0474
2024-09-01,Direct,4963,9688,4212,0.497,105,153,0.0308
2024-09-01,Referral,868,2216,718,0.33,239,10,0.0115
2024-09-01,Email,1687,6468,1327,0.435,405,19,0.0113
2024-09-02,Organic Search,2784,10949,2439,0.344,437,106,0.0381
2024-09-02,Paid Search,1258,3825,883,0.613,148,16,0.0127
2024-09-02,Social Media,3905,15526,2790,0.377,63,71,0.0182
2024-09-02,Direct,1594,6031,1227,0.564,201,38,0.0238
2024-09-02,Referral,2198,7469,1541,0.572,245,55,0.025
2024-09-02,Email,2228,5047,1675,0.35,163,82,0.0368
2024-09-03,Organic Search,2608,4922,2166,0.398,248,104,0.0399
2024-09-03,Paid Search,1509,2583,1272,0.684,568,44,0.0292
2024-09-03,Social Media,3417,8414,2601,0.517,499,106,0.031
2024-09-03,Direct,3792,7020,2708,0.514,592,125,0.033
2024-09-03,Referral,3423,5880,3211,0.632,547,154,0.045
2024-09-03,Email,3138,7260,2880,0.539,407,72,0.0229
2024-09-04,Organic Search,2834,5181,2672,0.41,353,60,0.0212
2024-09-04,Paid Search,3797,7094,2664,0.64,341,92,0.0242
2024-09-04,Social Media,603,1444,475,0.442,296,24,0.0398
2024-09-04,Direct,1899,3069,1464,0.449,532,19,0.01
2024-09-04,Referral,4833,14491,4094,0.674,494,189,0.0391
2024-09-04,Email,2048,7211,1751,0.464,173,95,0.0464
2024-09-05,Organic Search,4501,10894,4058,0.353,448,160,0.0355
2024-09-05,Paid Search,445,772,311,0.456,298,19,0.0427
2024-09-05,Social Media,1221,1876,1022,0.496,316,23,0.0188
